rank,word_fr,word_en,tag,phrase_fr,phrase_en
331,œuvre,"work, task",nf, peu d'auteurs font référence à son œuvre , few authors cite his work 
332,créer,to create,v, des malentendus nous créent des problèmes terribles , misunderstandings create horrible problems for us
333,état,state,nm, la police était en état d'alerte maximum , the police were in a full state of emergency 
334,obtenir,"to get, obtain",v, j'essaierai d'obtenir la réponse pour demain , I will try to get the answer for tomorrow 
335,clair,clear,"adv,nadj"," la nuit était froide et claire, sous la lune "," the night was cold and clear, under the moon "
336,chercher,to look for,v, je ne cherche pas la richesse , I am not seeking riches 
337,entrer,"to enter, go in, come in",v, faut trouver le moyen d' entrer dans le soussol , gotta find the way to enter into the basement 
338,proposer,to propose,v, le jeune Français propose une promenade au parc , the young Frenchman proposed a stroll through the park
339,apporter,to bring,v, je vous ai apportée des fleurs de mon jardin , I brought you flowers from my garden 
340,programme,program,nm, utilisons ce programme comme il se doit , let's use this program the way it should be doit -- let's use this program the way it should be
341,loin,far,"adv,nm", tu es venu de si loin , you came from so far away 
342,ligne,line,nf, il ne compte qu'une seule ligne de texte , it only has a single line of text 
343,tête,head,nf, ma tête me gratte , my head is itchy 
344,libre,free,adj(f), demain je suis libre toute la journée , tomorrow I'm free all day 
345,utiliser,to use,v, il utilisait une sorte de rasoir , he was using some type of razor 
346,atteindre,to reach,v, leur fortune atteindrait des milliards , their fortune would reach billions 
347,tenter,"to tempt, try",v, il tente de sortir de l'Italie , he tried to leave Italy 
348,tard,late,adv," retournez au lit, il est tard "," go back to bed, it's late "
349,enfin,"at last, finally",adv, elle avait enfin la réponse , she finally got the answer 
350,différent,different,adj, c'est un bruit complètement différent , it's a completely different noise 
351,sorte,"sort, kind",nf, la boisson est une sorte de drogue , liquor is a kind of drug 
352,cependant,however,"adv,conj", cette sécurité se trouve cependant menacée ," this security is, however, threatened "
353,sujet,"subject, topic",nm, je cherchais un sujet de mémoire , I was looking for a thesis topic 
354,importer,to import; to be important,v, il importait de ne pas répéter l'erreur , it's important to not repeat the mistake 
355,action,action,nf, le président devrait éviter des actions irréfléchies , the president should avoid rash actions 
356,relation,relationship,nf, il y a là une relation intéressante à explorer , now there is an interesting relationship to explore
357,recherche,"research, search",nf, la recherche en santé peut se révéler extrêmement bénéfique , health research can be extremely beneficial
358,livre,book,"nm,nf", je me mis à feuilleter les livres , I began paging through the books 
359,ajouter,to add,v, il ajouta à sa lettre une note , he added a note to his letter 
360,ailleurs,"elsewhere, somewhere else",adv, les négociations décisives se tiennent ailleurs , the decisive negotiations are taking place elsewhere
361,vraiment,"truly, really, very",adv," très mauvais, c'est pas vraiment sexy "," very bad, it's not really sexy "
362,doute,doubt,nm, il n'y a sans doute rien à voir ," without a doubt, there's nothing to see "
363,reste,rest,nm," c'est tout. le reste, je m'en fous "," that's all. for the rest, I couldn't give a sh*t "
364,début,beginning,nm, je l'ai expliqué au début de mon discours , I explained it at the beginning of my talk 
365,présence,presence,nf, j'ai besoin de sa présence; elle est mon ange , I need to be in her presence; she is my angel 
366,nombreux,numerous,adj(pl), j'ai participé à de nombreux débats de ce genre , I have participated in numerous debates of this kind
367,produire,to product,v, nous devons produire quelque chose sur les terres en jachère , we must produce something with the fallow lands
368,préparer,to prepare,v, je vous prépare à manger? , should I prepare you some food? 
369,forme,form,nf, les électrons ne sont plus sous forme de gaz , the electrons are no longer in the form of gas 
370,décision,decision,nf," parfois, vos décisions nous déçoivent ", sometimes your decisions disappoint us 
371,rôle,role,nm, il joue un rôle actif sur la scène internationale , he plays an active role in the international scene
372,dix,ten,"det,nmi", je patiente depuis dix minutes , I have been patiently waiting for ten minutes 
373,produit,product,nm, de nouveaux marchés s'ouvrent ainsi aux produits français , new markets are thus opening to French products
374,américain,American,nadj, c'est la voie que les Américains ont choisie ,it's the path that the Americans have chosen 
375,minute,minute,nf, vous ne pouvez pas attendre deux minutes , you can't wait two minutes 
376,relever,to raise,v, elle relevait la tête pour croiser mon regard , she lifted up her head to catch me looking at her 
377,autant,"as much, as many",adv, il a une bonne raison pour tarder autant , he has a good reason for being so late 
378,peuple,people,nm, ma vengeance va s'abattre sur votre peuple! , my vengeance will smite your people! 
379,second,second,"adj,det,nm", j'ai écrit la seconde partie du roman avant la première , I wrote the second part of the novel before the first
380,prochain,next,nadj, je vous offre 50% sur votre billet prochain , I'll offer you 50% off your next ticket 
381,particulier,"particular, peculiar; person",nadj, j'ai un regard un peu particulier , I have a somewhat peculiar look 
382,écrire,to write,v, c'est pour cela que j'écris , that's why I'm writing 
383,position,position,nf, ils ne changent pas de position à ce sujet , they aren't changing positions on this subject 
384,développement,development,nm, nous allons poursuivre le développement de nos activités , we will pursue the development of our activities
385,défendre,"to defend, forbid",v, je pensais que je pouvais me défendre , I thought I could defend myself 
386,chef,"head, leader, chief",nm, vous surestimez le pouvoir des chefs d'Etat , you overestimate the power of the heads of state 
387,économie,economy,nf, les exportations sont le moteur de notre économie , exports are what drive our economy 
388,effort,effort,nm, ils doivent faire un effort pour nous comprendre , they have to make an effort to understand us
389,parmi,among,prep, il y en a un parmi vous qui est un démon , one among you is a demon 
390,membre,member,nm, j'espère que tous les membres seront présents , I hope that all the members will be present 
391,tirer,"to pull, fire",v," à mon ordre, tirez sur ce câble "," when I give the word, pull on this cable "
392,ancien,ancient; former,"adj,nm", je dis merci à tous les anciens combattants , I thank all the combat veterans 
393,beau,"handsome, fine, right","adj,nm"," ce sont là de belles paroles, mais des paroles creuses "," those are pretty words, but empty ones "
394,plein,full,"adv,nadj,prep", l'église est pleine , the church is full 
395,juger,to judge,v, ce n'est pas à moi de juger ça , it's not my place to judge that 
396,éviter,to avoid,v, on ne peut évidemment pas l'éviter , we obviously can't avoid that 
397,soir,evening,nm, il est environ neuf heures du soir , it's about nine o'clock in the evening 
398,personnel,"personnel, personal",nadj, vous semblez vous inspirer de votre vie personnelle pour écrire , you seem to draw inspiration from your own personal life in writing
399,titre,title,nm, ils nous accuseront à juste titre , they are rightly accusing us 
400,parti,party,nadj, il n'y a qu'un parti à blâmer , there's only one party to blame 
401,objet,objective; object,nm, Mathias remit l'objet dans sa poche , Mathias returned the object into his pocket 
402,unique,unique,adj(f), j'ai longtemps cru que tu étais unique , I have long believed that you were unique 
403,souhaiter,to wish,v, l'équipage vous souhaite un bon voyage , the crew wishes you a pleasant voyage 
404,afin,"order to, so that",in, fixer des cordes afin de descendre en rappel , set some ropes so that you can rappel down 
405,peine,"effort, trouble",nf, mes jambes ne me soutenaient qu'à peine , my legs barely kept me standing 
406,malgré,"despite, in spite of",prep, nous serons bons amis malgré tout , we will be good friends in spite of it all 
407,période,period,"nm,nf", j'étais amoureuse pendant une brève période de ma vie , I was in love for a brief period of my life
408,engager,"to hire, involve",v, nous sommes engagés dans un travail de réflexion , we're involved in some reflective thinking
409,réaliser,"to realize, achieve",v, je réaliserai ton rêve , I will achieve your dream 
410,parfois,sometimes,adv, il est parfois sage d'être un peu fou , sometimes it's wise to be a little bit crazy 
411,lors,at the time of,adv, je vous ai vu lors de votre dernière visite , I saw you at the time of our last visit 
412,sérieux,serious,nadj(pl)," mon thème est sérieux, mais mon texte est rigolo "," my topic is serious, but my text is comical "
413,aider,"to help, assist",v," bonjour, je peux vous aider? "," hello, can I help you? "
414,voix,voice,nf(pl)," viens, me dit-elle d'une voix brève "," come, she said in a curt voice "
